PID,TID,DevId,Count,QCount,TAvg (ns),TMed (ns),TMin (ns),TMax (ns),TStdDev (ns),AAvg (ns),AMed (ns),AMin (ns),AMax (ns),AStdDev (ns),QAvg (ns),QMed (ns),QMin (ns),QMax (ns),QStdDev (ns),KAvg (ns),KMed (ns),KMin (ns),KMax (ns),KStdDev (ns),API Name,Kernel Name
412,412,0,459,459,116542831.8,102684238.0,15248,255868136,86489041.2,16479.0,12448.0,8384,1357120,65205.4,116524129.1,102669134.0,734,255854376,86484086.7,2223.7,2240.0,1824,3040,207.6,cudaLaunchKernel,"void vllm::concat_and_cache_mla_kernel<__nv_bfloat16, __nv_bfloat16, (vllm::Fp8KVCacheDataType)0>(const T1 *, const T1 *, T2 *, const long *, int, int, int, int, int, int, int, const float *)"
412,412,0,459,459,115839069.3,102515342.0,14494,255686632,85816009.7,10474.0,10400.0,6624,21504,1477.7,115826248.6,102503822.0,131,255673576,85816162.2,2346.7,2464.0,1824,2880,299.6,cudaLaunchKernel,"void vllm::ConcatMLAQKernel<c10::BFloat16, (int)512>(T1 *, const T1 *, const T1 *, int, int, long, long, long, long, long, long)"
412,412,0,459,459,115742477.1,102417614.0,13027,255578184,85813762.9,9392.5,9376.0,6592,23360,1532.1,115730983.5,102407502.0,1967,255568456,85814167.3,2101.1,2112.0,1856,2560,109.8,cuLaunchKernelEx,_convert_req_index_to_global_index_kernel
412,412,0,459,459,115685455.1,102359566.0,16035,255515592,85812073.0,11157.3,11168.0,7264,35552,2091.2,115669669.2,102345486.0,1475,255501544,85812015.8,4628.6,5120.0,3104,5856,969.4,cudaLaunchKernel,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
412,412,0,459,459,115618486.7,102292462.0,20355,255444104,85810025.6,10976.1,10848.0,7776,23392,1759.2,115599141.4,102271726.0,1534,255425256,85810368.9,8369.3,8448.0,7264,9728,580.8,cudaLaunchKernelExC_v11060,"void sm100::fwd::head128::sparse_attn_fwd_kernel<sm100::fwd::head128::KernelTemplate<(int)576>, sm100::fwd::head128::TmaParams<cute::tuple<int, int, int>, cute::TiledCopy<cute::Copy_Atom<cute::Copy_Traits<cute::SM100_TMA_2SM_LOAD_NOSPLIT, cute::C<(int)65536>, cute::AuxTmaParams<cute::tuple<cute::ScaledBasis<cute::C<(int)1>, (int)1>, cute::ScaledBasis<cute::C<(int)1>, (int)0>, cute::ScaledBasis<cute::C<(int)1>, (int)2>>, const cute::Layout<cute::tuple<cute::C<(int)64>, cute::C<(int)64>, cute::C<(int)1>>, cute::tuple<cute::ScaledBasis<cute::C<(int)1>, (int)1>, cute::ScaledBasis<cute::C<(int)1>, (int)0>, cute::ScaledBasis<cute::C<(int)1>, (int)2>>> &, const cute::Swizzle<(int)3, (int)4, (int)3> &>>, cutlass::bfloat16_t>, cute::Layout<cute::tuple<cute::C<(int)1>, cute::tuple<cute::tuple<cute::tuple<cute::C<(int)64>, cute::C<(int)64>>, cute::C<(int)9>>>>, cute::tuple<cute::C<(int)0>, cute::tuple<cute::tuple<cute::tuple<cute::C<(int)64>, cute::C<(int)1>>, cute::C<(int)4096>>>>>, cute::tuple<cute::C<(int)64>, cute::C<(int)576>>>, cute::tuple<int, int, int>, cute::TiledCopy<cute::Copy_Atom<cute::Copy_Traits<cute::SM90_TMA_STORE, cute::C<(int)65536>, cute::AuxTmaParams<cute::tuple<cute::ScaledBasis<cute::C<(int)1>, (int)1>, cute::ScaledBasis<cute::C<(int)1>, (int)0>, cute::ScaledBasis<cute::C<(int)1>, (int)2>>, const cute::Layout<cute::tuple<cute::C<(int)64>, cute::C<(int)64>, cute::C<(int)1>>, cute::tuple<cute::ScaledBasis<cute::C<(int)1>, (int)1>, cute::ScaledBasis<cute::C<(int)1>, (int)0>, cute::ScaledBasis<cute::C<(int)1>, (int)2>>> &, const cute::Swizzle<(int)3, (int)4, (int)3> &>>, cutlass::bfloat16_t>, cute::Layout<cute::tuple<cute::C<(int)1>, cute::tuple<cute::tuple<cute::tuple<cute::C<(int)64>, cute::C<(int)64>>, cute::C<(int)1>>>>, cute::tuple<cute::C<(int)0>, cute::tuple<cute::tuple<cute::tuple<cute::C<(int)64>, cute::C<(int)1>>, cute::C<(int)0>>>>>, cute::tuple<cute::C<(int)64>, cute::C<(int)64>>>>>(SparseAttnFwdParams, T2)"
412,412,0,590,590,100405445.8,47010399.5,10831,272545256,82243538.7,399155.5,7568.0,4128,5904448,1208524.9,100003685.4,47000703.5,2576,272536104,81648097.4,2604.9,1888.0,1248,8480,1625.4,cudaLaunchKernel,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(int) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
412,412,0,733,733,92099934.5,42624650.0,12323,272641480,77508985.0,7561.3,6880.0,3840,16832,1964.1,92088930.0,42610794.0,2398,272626632,77508876.2,3443.3,3168.0,2464,10560,1276.8,cudaLaunchKernel,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
412,412,0,231,231,75457511.2,30408337.0,15184,256147208,79307311.9,14488.2,15456.0,8320,25568,2743.9,75440669.2,30390641.0,1310,256129128,79309066.8,2353.7,2336.0,2112,3008,175.4,cudaLaunchKernel,"void vllm::indexer_k_quant_and_cache_kernel<__nv_bfloat16, unsigned char, (vllm::Fp8KVCacheDataType)1>(const T1 *, T2 *, const long *, int, int, int, long, bool)"
412,412,0,151,151,70551723.2,60827393.0,15491,272572840,43800057.6,12842.4,12672.0,9088,31584,1968.7,70537120.9,60812769.0,1310,272558824,43800225.2,1760.0,1600.0,1504,3488,395.4,cudaLaunchKernel,"void at::native::vectorized_gather_kernel<(int)16, long>(char *, char *, T2 *, int, long, long, long, long, bool)"
412,412,0,294,294,56090122.5,51494422.0,17820654,272833416,48684468.1,12272.2,12240.0,8832,22592,1751.0,55734498.8,51138486.0,17462766,272478088,48684327.1,343351.4,344064.0,336256,349504,2550.3,cuLaunchKernelEx,nvjet_sm103_tst_512x8_64x3_2x1_v_bz_TNT
412,412,0,147,147,49932489.8,38527602.0,29363536,272216520,48339143.7,10962.1,11040.0,6752,21472,1978.7,49919470.2,38512946.0,29349584,272203624,48339094.6,2057.6,2016.0,1824,2304,88.6,cuLaunchKernelEx,eagle_prepare_next_token_padded_kernel
412,412,0,147,147,49622437.9,38225906.0,29012238,271891016,48345862.5,6781.6,6464.0,5056,16544,1533.0,49612420.8,38216978.0,28999854,271881640,48346159.6,3235.5,3168.0,2944,3680,139.3,cudaLaunchKernel,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_put_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIterator &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
412,412,0,290,290,47656379.9,38628234.0,29539088,272588328,43396727.3,7227.3,7168.0,4448,13344,1208.6,47641057.0,38612474.0,29525168,272571400,43396613.3,8095.7,8032.0,7360,9184,387.7,cudaLaunchKernel,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::ArgMaxOps<float>, unsigned int, long, (int)4, (int)4>>(T3)"
412,412,0,1118,1117,46402593.7,32280804.5,9539,272420200,52738870.4,9673.0,9472.0,4128,42912,3143.8,46433531.2,32279240.0,751,272413224,52744557.6,923.0,928.0,575,1888,204.0,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
412,412,0,143,143,44904510.0,38367312.0,29488752,272349160,37646981.7,7017.2,6592.0,5216,21152,1972.2,44895462.5,38358608.0,29479600,272339976,37646899.2,2030.3,1952.0,1600,2528,251.5,cuLaunchKernelEx,rejection_greedy_sample_kernel
412,412,0,437,437,44806425.1,36218583.0,17680590,272696424,44982845.6,7320.8,7072.0,4544,16480,1459.1,44792440.6,36207543.0,17667630,272682152,44982905.5,6663.7,7232.0,4800,8128,1105.2,cudaLaunchKernel,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)2>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
412,412,0,143,143,44608398.4,38072848.0,29191406,272040040,37644395.6,11151.4,11104.0,7136,27168,2132.5,44595809.2,38059920.0,29180046,272027176,37644434.6,1437.8,1376.0,1312,1888,151.6,cuLaunchKernelEx,eagle_prepare_inputs_padded_kernel
412,412,0,1887,1887,39744192.8,32419093.0,13200,272716552,40629742.8,10065.7,8960.0,4896,25600,3357.0,39732638.3,32408629.0,382,272704488,40629701.6,1488.8,1408.0,1024,2432,260.8,cudaLaunchKernel,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
412,412,0,147,147,39128578.2,27763408.0,17758798,255500616,47591632.5,9705.6,9632.0,7840,18144,992.5,39109508.8,27745008.0,17737998,255481224,47591683.4,9363.8,9344.0,8480,10336,408.1,cudaLaunchKernel,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<c10::BFloat16, at::native::ArgMaxOps<float>, unsigned int, long, (int)4, (int)4>>(T3)"
412,412,0,286,286,37898279.8,32868658.0,15103342,271605416,35585481.1,15682.9,15584.0,14016,26208,1289.8,37881431.0,32853122.0,15085742,271589896,35585563.9,1165.9,1200.0,1024,2080,133.4,cudaLaunchKernel,"void at::native::unrolled_elementwise_kernel<at::native::CUDAFunctor_add<int>, std::array<char *, (unsigned long)3>, (int)4, TrivialOffsetCalculator<(int)2, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T4, T5, T6, T7)"
412,412,0,572,572,37532368.8,32585714.0,14674094,265301992,35061105.4,5651.6,5440.0,3936,20416,1201.6,37524874.4,32577970.0,14667630,265293832,35061112.4,1842.8,1920.0,1120,2784,372.3,cudaLaunchKernel,"void at::native::<unnamed>::indexSelectSmallIndex<int, int, unsigned int, (int)1, (int)1, (int)-2>(at::cuda::detail::TensorInfo<T1, T3>, at::cuda::detail::TensorInfo<const T1, T3>, at::cuda::detail::TensorInfo<const T2, T3>, int, int, T3, long)"
412,412,0,858,858,37501555.0,32496338.5,14533966,271449768,35214613.1,31066.7,5152.0,3200,6105856,377080.4,37469738.7,32491026.5,14529614,265343016,35050817.0,749.6,736.0,512,1184,129.9,cudaLaunchKernel,"void at_cuda_detail::cub::detail::scan::DeviceScanInitKernel<at_cuda_detail::cub::ScanTileState<long, (bool)1>>(T1, int)"
412,412,0,858,858,37467919.9,32489090.5,14528366,265340072,35050781.1,3910.8,3808.0,2752,12864,716.6,37462476.0,32484418.5,14523182,265333000,35050813.6,1533.1,1536.0,1120,2144,226.8,cudaLaunchKernel,"void at_cuda_detail::cub::detail::scan::DeviceScanKernel<at_cuda_detail::cub::detail::scan::policy_hub<long, long, long, unsigned int, std::plus<long>>::Policy1000, const long *, long *, at_cuda_detail::cub::ScanTileState<long, (bool)1>, std::plus<long>, at_cuda_detail::cub::NullType, unsigned int, long, (bool)0, at_cuda_detail::cub::NullType>(T2, T3, T4, int, T5, T6, T7)"
412,412,0,858,858,37455876.9,32478050.5,14517614,265319816,35050375.0,4604.3,4480.0,3072,14080,914.1,37449723.6,32472674.5,14512398,265313000,35050399.5,1548.9,1568.0,1088,1984,188.3,cudaLaunchKernel,"void compute_cuda_kernel<int>(const T1 *, const long *, T1 *, long, long)"
412,412,0,286,286,37342878.8,32402674.0,14584206,264969480,35089551.6,6598.4,6368.0,4256,15872,1288.3,37335189.8,32395298.0,14575566,264962632,35089684.0,1090.7,1088.0,1024,1312,45.6,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
412,412,0,286,286,37260143.4,32320530.0,14505134,264878824,35088616.6,5013.9,4896.0,3712,7776,620.3,37252624.2,32313362.0,14497422,264871336,35088651.8,2505.3,2464.0,2240,3104,151.7,cudaLaunchKernel,"void at::native::<unnamed>::indexSelectSmallIndex<int, int, unsigned int, (int)2, (int)2, (int)-2>(at::cuda::detail::TensorInfo<T1, T3>, at::cuda::detail::TensorInfo<const T1, T3>, at::cuda::detail::TensorInfo<const T2, T3>, int, int, T3, long)"
412,412,0,286,286,37155141.6,32223474.0,14392174,264770824,35088505.3,8225.9,8048.0,5248,47648,2923.8,37144336.0,32212642.0,14378062,264760808,35088415.0,2579.7,2560.0,2496,2880,76.0,cuLaunchKernelEx,"void deep_gemm::sched::sm100_paged_mqa_logits_metadata<(unsigned int)1, (bool)1, (bool)1, (unsigned int)1, (unsigned int)256, (unsigned int)152>(unsigned int, unsigned int, const unsigned int *, const unsigned int *, unsigned int *)"
412,412,0,1005,1005,36680288.0,30854869.0,12303,265204424,34771990.7,8552.4,7104.0,4128,99968,4314.0,36670483.0,30846293.0,1630,265189832,34772014.7,1252.6,1312.0,768,1856,161.2,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<int>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
412,412,0,429,429,35611299.1,28963856.0,14630286,265013800,34407064.3,34486.8,6272.0,3520,3692160,297590.0,35575631.9,28955056.0,14623726,265007688,34256348.8,1180.4,1216.0,832,1664,209.5,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<int>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
412,412,0,143,143,34469347.8,28070384.0,18468718,256009480,36742906.3,10540.8,10176.0,8064,21408,1912.8,34453823.6,28054608.0,18452558,255995400,36742987.6,4983.5,4960.0,4800,5568,166.8,cuLaunchKernelEx,"void deep_gemm::sm100_paged_mqa_logits<(unsigned int)1, (unsigned int)32, (unsigned int)128, (unsigned int)64, (bool)0, (bool)1, (bool)1, (unsigned int)3, (unsigned int)5, (unsigned int)256, (unsigned int)16, (unsigned int)128, (unsigned int)256, cutlass::float_e4m3_t, float, float, (unsigned int)2>(unsigned int, unsigned int, unsigned int, const unsigned int *, T15 *, const unsigned int *, const unsigned int *, const unsigned int *, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)"
412,412,0,143,143,34390602.3,27991408.0,18374382,255932872,36742963.5,12566.4,12576.0,9376,15552,953.9,34376440.2,27979009.0,18359278,255918824,36742947.5,1595.7,1600.0,1472,1984,93.5,cudaLaunchKernelExC_v11060,void vllm::cooperative::cooperative_topk_cs16<(unsigned int)2048>(vllm::cooperative::CooperativeTopKParams<T1>)
412,412,0,143,143,34193209.3,27798721.0,18107374,255739112,36742923.3,14297.1,14208.0,11776,26848,1502.1,34173596.0,27778721.0,18087822,255720264,36743043.1,5316.3,5248.0,5088,6432,191.2,cuLaunchKernelEx,nvjet_sm103_tst_256x8_64x6_2x1_v_bz_NNT
412,412,0,143,143,34038892.1,27654401.0,17892558,255582824,36741657.9,16771.1,15872.0,14048,87648,6194.0,34019398.1,27635489.0,17867726,255562792,36741176.3,2722.9,2688.0,2592,3616,126.8,cudaGraphLaunch_v10000,"void vllm::rms_norm_kernel<c10::BFloat16, (int)8, (int)2, (bool)1>(T1 *, const T1 *, long, long, long, long, long, const T1 *, long, float, int, int)"
412,412,0,286,286,34035269.7,27650769.0,17888046,255579816,36677138.8,16771.1,15872.0,14048,87648,6183.1,34017179.2,27633201.0,17864654,255561288,36676654.8,1319.4,1312.0,1184,2432,137.3,cudaGraphLaunch_v10000,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::CUDAFunctor_add<c10::BFloat16>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
412,412,0,143,143,34033054.2,27648609.0,17886510,255576776,36741640.3,16771.1,15872.0,14048,87648,6194.0,34015307.0,27631393.0,17863534,255558632,36741164.6,976.1,960.0,928,1152,35.6,cudaGraphLaunch_v10000,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::AUnaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
412,412,0,143,143,34031499.4,27646913.0,17884942,255575272,36741649.0,16771.1,15872.0,14048,87648,6194.0,34010123.4,27625729.0,17858510,255553320,36741160.1,4604.9,4576.0,4096,5888,243.2,cudaGraphLaunch_v10000,"void moe::dev::finalize::finalizeKernel<moe::dev::finalize::KernelParams<cutlass::bfloat16_t, cutlass::bfloat16_t, (int)4, (bool)1>>(T1)"
412,412,0,143,143,34028471.3,27643713.0,17881934,255572008,36741641.0,16771.1,15872.0,14048,87648,6194.0,33948858.7,27561505.0,17798350,255490376,36741319.1,62841.5,63680.0,52224,66016,2715.5,cudaGraphLaunch_v10000,bmm_Bfloat16_Bfloat16Bfloat16_Fp32_t128x8x128_s6_et128x8_m128x8x16_c1x1x1_rM_BN_transOut_schPd2x1x2x3_bN_rgTma_clmp_dynB_sm100f
412,412,0,143,143,33969236.0,27586049.0,17821998,255511144,36741604.8,16771.1,15872.0,14048,87648,6194.0,33940115.7,27556257.0,17791054,255481352,36741112.5,12349.1,12928.0,7072,15712,2007.5,cudaGraphLaunch_v10000,nvjet_sm103_tst_64x8_64x16_4x1_v_bz_TNT
412,412,0,143,143,33968082.2,27580417.0,17822638,255509832,36741762.6,16771.1,15872.0,14048,87648,6194.0,33826274.7,27438305.0,17680078,255364776,36741318.5,125036.3,127040.0,104384,130976,4671.8,cudaGraphLaunch_v10000,bmm_Bfloat16_Bfloat16Bfloat16_Fp32_t128x8x128u2_s6_et128x8_m128x8x16_c1x1x1_rM_BN_transOut_schPd2x1x2x3_bN_ldgsts_ldgstsSf_rgTma_clmp_swiGlu_dynB_sm100f
412,412,0,143,143,33957147.7,27572897.0,17813166,255498856,36741599.2,16771.1,15872.0,14048,87648,6194.0,33937482.1,27553249.0,17789358,255478632,36741182.1,2894.4,2975.0,1504,4960,818.4,cudaGraphLaunch_v10000,"void vllm::act_and_mul_kernel<c10::BFloat16, __nv_bfloat162, &vllm::silu_kernel<c10::BFloat16>, &vllm::packed_silu_kernel<__nv_bfloat162>, (bool)1, (bool)1, (bool)0, (bool)0>(T1 *, const T1 *, int, float, float, float)"
412,412,0,286,286,33893083.9,27556954.0,17691246,255495400,36677300.2,16771.1,15872.0,14048,87648,6183.1,33870600.2,27535802.0,17666062,255470312,36676785.2,5712.6,4416.0,2560,14784,2831.2,cudaGraphLaunch_v10000,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, float, __nv_bfloat16, float, __nv_bfloat16, (bool)0, float, __nv_bfloat16, __nv_bfloat16, (bool)1, (bool)0, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T10 *, T9 *, T5 *, const T6 *, const T6 *, const T11 *, const T4 *, T11 *, void *, long, T6 *, int *, T6 *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *, const T6 *)"
412,412,0,143,143,33849309.1,27460961.0,17707534,255389256,36741889.5,16771.1,15872.0,14048,87648,6194.0,33820575.1,27432705.0,17674126,255359688,36741372.3,11962.9,11680.0,10784,15456,947.5,cudaGraphLaunch_v10000,nvjet_sm103_tst_64x8_64x16_4x1_v_bz_splitK_TNT
412,412,0,143,143,33843176.4,27454560.0,17702286,255382152,36741796.5,16771.1,15872.0,14048,87648,6194.0,33821168.6,27433377.0,17674734,255360200,36741367.6,5236.6,5280.0,4384,5792,303.3,cudaGraphLaunch_v10000,"void moe::dev::routing::routingCustom::routingIndicesBlockKernel<moe::dev::routing::routingCustom::KernelParams<float, __nv_bfloat16, (int)256, (int)8, moe::dev::routing::TopKExpertSelect<moe::dev::routing::SigmoidBiasPreprocess, moe::dev::routing::ScaledSumNormalizePostprocess>>>(T1)"
412,412,0,143,143,33838072.4,27449985.0,17696878,255377512,36741844.9,16771.1,15872.0,14048,87648,6194.0,33818836.4,27430977.0,17672398,255357896,36741373.1,2464.9,2432.0,2272,3200,133.2,cudaGraphLaunch_v10000,kernel_cutlass_kernel_vllmmodel_executorkernelslinearcute_dsl_ll_bf16_dotprodLLBf16Dotprod_object_at__tensorptrbf16gmemalign16o26144i64div81_tensorptrbf16gmemalign16o6144i64div81_tensorpt_0
412,412,0,143,143,33835434.3,27447105.0,17694254,255374920,36741855.1,16771.1,15872.0,14048,87648,6194.0,33815712.3,27428001.0,17669390,255354920,36741392.4,2950.9,2912.0,2816,3520,123.5,cudaGraphLaunch_v10000,"std::enable_if<T2>(int)0&&vllm::_typeConvert<T1>::exists, void>::type vllm::fused_add_rms_norm_kernel<c10::BFloat16, (int)8, (bool)1>(T1 *, long, T1 *, const T1 *, float, int, int, long)"
412,412,0,143,143,33834228.2,27446593.0,17695790,255371464,36741707.3,12779.0,12448.0,8864,26528,2537.9,33815794.8,27427105.0,17675854,255354728,36741739.8,5654.4,5600.0,5504,6656,179.5,cuLaunchKernelEx,nvjet_sm103_tst_128x8_64x12_2x1_v_bz_TNT
412,412,0,143,143,33829847.1,27441633.0,17688750,255369448,36741862.3,16771.1,15872.0,14048,87648,6194.0,33776602.7,27389153.0,17630446,255315688,36741393.8,36473.3,36416.0,35200,37760,541.3,cudaGraphLaunch_v10000,nvjet_sm103_tst_64x8_64x16_2x1_v_bz_splitK_TNT
412,412,0,866,866,33383473.8,26516207.5,16016,255447528,35684556.7,10127.6,10480.0,4704,22688,3165.0,33370259.1,26506721.5,1214,255432424,35684533.8,3087.1,2176.0,1280,8736,2268.0,cudaLaunchKernel,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
412,412,0,143,143,33073120.8,26962354.0,16549422,231455400,32833955.7,13836.5,13728.0,12768,16288,603.0,33057324.4,26946130.0,16532174,231439784,32833814.9,1959.8,1952.0,1824,2208,96.9,cuLaunchKernel,triton_poi_fused_add_bitwise_and_clamp_copy__ge_gt_index_where_0
412,412,0,286,286,32501227.4,26371855.0,15870670,230926440,32772917.2,7498.4,7216.0,4896,18816,1679.4,32491862.4,26363360.0,15863182,230916072,32772949.7,1866.6,1856.0,1536,2432,154.3,cudaLaunchKernel,"void at::native::_scatter_gather_elementwise_kernel<(int)128, (int)8, void at::native::_cuda_scatter_gather_internal_kernel<(bool)1, at::native::OpaqueType<(int)4>, long>::operator ()<at::native::TensorAssign>(at::TensorIterator &, long, long, long, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
412,412,0,147,147,31981971.7,26550948.0,12194,231234120,32820198.1,7259.0,7040.0,5568,18016,1432.7,31973060.2,26542020.0,1758,231224808,32820263.9,1652.5,1632.0,1504,1984,99.2,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::CUDAFunctor_add<long>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
412,412,0,147,147,31857962.6,26426724.0,13442,231095304,32815847.4,8253.0,7712.0,5920,19136,1985.7,31846776.7,26417124.0,2191,231085192,32816097.1,2932.9,2880.0,2784,3552,103.4,cuLaunchKernelEx,_compute_slot_mapping_kernel
412,412,0,147,147,29877675.0,24504132.0,17456,225477000,32277839.5,179656.1,14912.0,13568,6652768,988857.7,29696764.2,24487876.0,254,218822984,31318923.4,1254.7,1216.0,1184,1472,74.7,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(int) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
412,412,0,9,9,67728.8,67920.0,64766,72240,2473.0,10510.2,9536.0,7648,16896,2843.1,2758.1,2735.0,1520,3599,592.2,54460.4,54496.0,53824,55008,406.5,cuLaunchKernelEx,nvjet_sm103_tst_192x56_64x6_4x1_v_bz_TNT
412,412,0,3,3,67405.7,66371.0,65731,70115,2368.1,10858.7,10624.0,9312,12640,1676.4,2488.3,2403.0,2147,2915,391.0,54058.7,54016.0,53600,54560,481.4,cuLaunchKernelEx,nvjet_sm103_tst_192x64_64x6_4x1_v_bz_TNT
412,412,0,1,1,15043.0,15043.0,15043,15043,0.0,11296.0,11296.0,11296,11296,0.0,2787.0,2787.0,2787,2787,0.0,960.0,960.0,960,960,0.0,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::FillFunctor<short>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
